loan_amount,annual_income,interest_rate,dti_ratio,credit_score,employment_length,num_open_accounts,num_derogatory_records,revolving_utilization,total_credit_lines,months_since_last_delinquency,home_ownership,loan_purpose,term_months,default
20481,33552,6.11,8.44,736,0,11,0,35.9,25,60,RENT,small_business,60,0
13165,69095,21.17,0.55,817,10,7,0,24.7,15,36,OWN,credit_card,60,0
14503,27880,27.49,7.83,781,1,11,1,23.7,26,12,RENT,debt_consolidation,36,0
32674,60404,15.27,36.37,744,8,9,1,43.3,18,0,MORTGAGE,debt_consolidation,36,0
8829,75485,10.97,24.57,728,9,8,2,37.2,23,48,MORTGAGE,small_business,36,0
19593,54567,8.6,15.37,773,9,16,0,3.0,16,36,RENT,small_business,60,0
11596,91888,11.61,27.38,567,9,7,2,12.3,19,12,MORTGAGE,debt_consolidation,36,0
11471,63538,12.54,33.29,671,9,14,3,40.4,17,48,RENT,debt_consolidation,60,0
28829,43763,14.75,15.95,588,5,8,0,36.8,20,0,MORTGAGE,credit_card,36,0
23808,42612,20.07,20.97,739,10,15,0,35.8,21,18,RENT,home_improvement,60,0
23610,97396,11.28,2.89,655,10,11,1,57.1,16,12,RENT,debt_consolidation,36,0
33317,40447,6.17,26.87,850,5,12,1,8.7,21,24,RENT,debt_consolidation,36,0
13557,103698,13.59,16.04,668,6,7,3,2.7,23,999,RENT,other,36,0
21533,124695,24.68,19.51,706,6,6,0,37.0,24,999,RENT,medical,36,0
10751,21999,16.46,19.02,675,3,15,0,7.1,18,72,MORTGAGE,small_business,36,0
16762,118155,27.19,28.46,670,1,13,1,20.4,19,0,MORTGAGE,education,36,0
12196,206128,16.58,25.76,625,3,11,0,48.2,17,0,OWN,other,36,0
14298,69647,11.35,18.99,623,9,11,2,10.7,21,48,RENT,home_improvement,60,0
20264,85772,9.45,0.76,569,7,10,0,17.7,18,0,RENT,debt_consolidation,36,0
7534,111547,20.97,27.94,732,10,11,0,55.2,25,999,OWN,education,36,0
40000,50752,17.34,39.58,674,9,12,1,40.7,23,999,MORTGAGE,debt_consolidation,60,0
6606,66793,18.89,34.63,816,4,9,1,50.7,14,0,MORTGAGE,medical,60,0
5710,27213,22.37,44.17,625,2,13,3,21.9,21,0,RENT,credit_card,36,0
30051,65067,21.7,6.26,788,7,11,0,9.1,26,60,OWN,small_business,36,0
23252,80730,6.0,10.01,794,10,10,0,18.8,29,6,MORTGAGE,credit_card,60,0
20679,81609,23.46,24.27,776,9,12,0,32.2,25,999,RENT,credit_card,60,0
20740,113465,17.25,10.61,714,9,12,1,23.4,18,0,MORTGAGE,debt_consolidation,60,0
13245,37613,14.01,1.55,679,9,12,0,12.6,17,0,MORTGAGE,other,36,0
7128,43496,17.36,18.1,776,6,14,0,22.3,18,0,MORTGAGE,major_purchase,60,0
14087,186708,19.09,12.94,652,2,6,1,7.4,14,6,MORTGAGE,credit_card,36,0
8316,54710,8.44,11.87,716,3,12,1,37.4,28,0,MORTGAGE,home_improvement,60,0
26438,67509,14.6,42.89,697,7,7,0,9.3,29,6,OWN,debt_consolidation,36,0
12052,57514,12.72,10.73,646,3,10,1,20.6,24,36,MORTGAGE,credit_card,60,0
7496,36570,13.06,5.82,716,9,8,1,40.0,27,0,OTHER,debt_consolidation,36,0
10668,158596,7.1,5.64,744,4,9,0,8.7,15,0,MORTGAGE,major_purchase,36,0
17837,43624,8.68,36.28,644,1,8,1,14.3,21,0,MORTGAGE,major_purchase,36,0
9003,30443,8.72,32.17,727,9,12,0,17.3,20,6,RENT,credit_card,36,0
7513,45686,13.58,5.83,566,8,4,0,21.1,22,36,MORTGAGE,small_business,36,1
15844,18015,25.57,9.89,637,3,13,0,16.5,19,0,RENT,major_purchase,36,0
15858,40506,9.74,33.63,672,10,4,0,22.5,29,0,RENT,debt_consolidation,36,1
9368,33494,14.57,12.36,721,5,8,0,46.3,25,6,RENT,debt_consolidation,60,0
9607,86721,12.17,44.17,752,8,7,0,2.7,19,72,OWN,education,60,0
15716,39972,23.11,24.33,704,10,11,0,6.5,20,0,RENT,small_business,60,0
4848,101995,6.15,8.64,733,2,8,1,15.1,16,48,RENT,debt_consolidation,36,0
4987,138564,9.52,38.65,690,10,14,0,55.8,27,0,MORTGAGE,debt_consolidation,36,0
8079,95674,9.84,14.38,724,8,9,0,6.9,16,60,RENT,home_improvement,60,0
11505,52615,27.84,13.0,721,2,10,0,25.5,24,0,MORTGAGE,credit_card,36,0
16607,65164,18.13,14.73,669,8,12,2,6.3,27,0,MORTGAGE,debt_consolidation,36,0
37524,23980,8.2,34.57,678,10,8,3,47.5,16,0,RENT,medical,36,0
24351,55256,11.26,7.79,736,9,8,3,38.6,18,999,MORTGAGE,other,36,0
11944,35729,8.86,17.18,808,9,4,0,11.5,24,0,RENT,car,36,0
13183,90816,7.87,1.39,772,2,10,3,10.7,24,999,RENT,home_improvement,36,0
6622,280310,23.34,37.2,632,2,14,0,33.8,17,72,RENT,credit_card,36,0
13187,80812,16.4,15.33,632,7,12,0,10.9,21,72,MORTGAGE,credit_card,60,0
10915,18129,19.52,11.17,667,7,14,0,43.5,15,12,MORTGAGE,credit_card,36,0
16745,48207,12.62,26.1,705,10,8,0,36.1,29,999,RENT,small_business,36,0
7487,64440,17.73,31.72,702,5,9,0,9.5,26,0,MORTGAGE,major_purchase,36,0
19216,63096,10.92,36.58,774,3,12,0,33.0,18,72,MORTGAGE,car,36,0
39062,38619,12.08,15.65,777,2,5,0,24.8,18,36,RENT,debt_consolidation,60,0
12380,69367,20.0,36.55,700,0,11,1,35.6,28,999,OWN,small_business,36,0
17697,28410,8.46,20.92,686,0,12,0,41.7,20,0,MORTGAGE,debt_consolidation,36,0
21657,33963,19.2,4.55,731,7,9,0,22.8,18,18,RENT,other,60,0
10088,88210,24.6,38.08,763,2,15,0,15.7,19,999,MORTGAGE,debt_consolidation,36,0
15628,32552,7.77,24.64,733,10,13,0,17.4,18,999,MORTGAGE,debt_consolidation,60,0
13478,82696,25.64,27.11,674,7,12,0,40.8,26,0,RENT,credit_card,36,1
14305,26326,6.83,42.19,663,10,8,0,50.2,19,24,RENT,debt_consolidation,36,1
7776,172628,13.02,25.16,633,5,9,1,33.8,25,36,MORTGAGE,medical,36,0
13590,37625,19.04,0.25,711,7,11,0,27.7,26,999,MORTGAGE,medical,36,0
18931,52354,17.87,39.18,737,6,9,0,39.8,19,48,MORTGAGE,debt_consolidation,36,0
36893,73011,7.22,12.81,744,10,18,0,3.3,11,999,OWN,small_business,60,0
26146,42650,23.38,22.58,769,9,11,1,60.0,21,0,RENT,education,36,0
40000,65254,27.38,9.22,788,7,9,0,11.2,20,36,RENT,medical,36,0
7807,84559,9.17,13.36,617,7,11,2,17.1,16,0,RENT,home_improvement,60,0
24603,106549,25.59,30.9,724,3,11,1,21.9,20,0,MORTGAGE,small_business,60,0
15189,96268,17.81,19.33,726,9,9,0,6.7,23,0,RENT,other,36,0
40000,54009,26.53,28.22,695,10,10,1,16.0,13,0,RENT,other,36,0
7586,54831,9.05,37.06,650,1,10,2,8.4,28,0,MORTGAGE,debt_consolidation,36,0
7421,245110,23.22,15.34,786,8,10,2,20.5,29,72,MORTGAGE,debt_consolidation,36,0
8781,105866,6.37,25.58,664,6,4,1,25.2,23,60,OWN,credit_card,36,0
3020,34437,25.31,34.99,568,10,7,0,15.7,28,0,RENT,other,36,1
9246,63576,20.51,32.18,701,0,9,0,39.2,24,0,RENT,debt_consolidation,36,0
7852,48967,13.52,24.29,685,1,7,0,15.4,19,999,RENT,small_business,36,0
14842,55204,9.38,17.25,811,0,18,3,12.8,18,0,OWN,home_improvement,36,0
16970,28632,23.78,18.34,729,2,9,0,2.3,31,24,MORTGAGE,major_purchase,36,0
40000,46762,18.87,19.49,681,8,14,0,24.8,21,48,MORTGAGE,major_purchase,60,0
25985,177536,13.29,15.7,688,1,9,3,50.3,19,0,RENT,major_purchase,36,0
8921,84748,15.21,31.46,687,7,10,3,41.3,24,0,RENT,debt_consolidation,36,0
7123,15000,24.01,5.64,833,10,10,3,30.3,18,999,RENT,major_purchase,60,0
18851,124247,12.8,43.54,740,0,13,0,5.9,21,36,RENT,major_purchase,60,0
5301,115125,7.06,35.05,615,0,14,0,37.5,17,999,RENT,debt_consolidation,60,0
40000,48263,25.96,13.42,685,10,13,1,26.8,16,6,RENT,small_business,60,0
30503,92074,13.91,1.91,698,8,10,1,69.5,25,0,OWN,debt_consolidation,36,0
9619,35751,13.01,32.01,633,1,19,0,7.5,20,0,MORTGAGE,medical,36,0
4027,45154,9.7,33.05,593,3,8,3,20.3,13,36,MORTGAGE,credit_card,60,0
34465,147138,25.64,43.36,735,10,10,0,23.7,28,999,RENT,debt_consolidation,60,0
12330,50866,10.0,11.42,651,2,13,0,17.2,19,0,OWN,small_business,36,0
31776,19499,19.64,3.72,774,9,4,1,23.4,16,48,MORTGAGE,debt_consolidation,36,0
4376,57642,25.26,41.18,700,3,4,1,24.7,27,0,RENT,medical,60,1
8781,57116,5.8,11.64,671,5,6,0,48.4,24,0,OWN,home_improvement,36,0
13408,122887,24.06,32.47,554,10,7,0,29.5,29,0,OTHER,debt_consolidation,60,1
13806,60391,14.44,2.73,773,0,5,0,26.1,28,999,RENT,other,36,0
9749,46492,20.13,34.23,717,3,9,0,63.5,18,60,RENT,debt_consolidation,60,0
20660,112087,13.57,5.72,673,6,10,0,34.8,20,60,OWN,credit_card,36,0
6327,64374,21.0,31.3,646,7,9,1,20.3,21,999,RENT,debt_consolidation,60,1
12092,38176,10.85,23.96,795,0,10,0,15.5,26,48,RENT,education,36,0
14533,119730,5.5,43.0,636,5,16,0,27.5,20,0,OWN,education,36,0
19150,67251,26.8,1.66,677,4,12,0,37.7,15,60,MORTGAGE,debt_consolidation,36,0
21985,59979,5.38,13.14,734,0,11,0,47.4,21,999,MORTGAGE,home_improvement,60,0
6079,66618,23.95,3.13,787,4,5,1,54.3,19,0,MORTGAGE,credit_card,60,0
4564,31495,8.89,39.56,687,10,9,0,19.5,24,60,MORTGAGE,medical,36,0
32675,43625,14.02,26.73,655,3,10,3,24.3,21,36,MORTGAGE,major_purchase,60,0
16858,60002,23.92,24.07,693,7,9,1,31.2,15,0,RENT,debt_consolidation,36,0
7911,53273,9.74,5.92,754,3,19,0,28.0,21,0,MORTGAGE,car,36,0
39569,128470,24.91,22.01,767,1,11,1,14.5,25,12,RENT,debt_consolidation,60,0
14486,68216,16.45,17.94,617,3,8,0,29.6,24,999,RENT,credit_card,36,0
30500,100001,13.42,14.21,706,6,10,0,24.8,20,18,RENT,debt_consolidation,36,0
14006,60212,20.24,34.75,613,3,13,2,27.1,35,12,RENT,other,36,1
40000,112845,12.85,2.76,753,7,7,0,2.5,31,24,RENT,debt_consolidation,60,0
40000,76002,12.99,29.1,725,10,9,0,15.2,28,0,OWN,major_purchase,60,0
11223,60358,21.87,37.03,644,0,6,0,29.5,20,36,MORTGAGE,debt_consolidation,36,0
26373,59398,12.13,40.83,792,8,8,0,37.6,26,48,RENT,medical,36,0
20989,33770,9.62,33.57,720,0,10,0,23.4,24,48,RENT,debt_consolidation,36,0
34823,81157,23.58,12.71,713,0,6,1,27.0,19,72,OWN,debt_consolidation,36,0
6799,58447,23.52,27.02,689,1,10,0,20.7,19,18,MORTGAGE,car,36,0
21595,44302,16.44,6.36,699,6,10,1,33.8,15,12,OWN,major_purchase,60,0
28026,116294,17.11,5.27,677,0,10,0,37.3,18,0,OWN,credit_card,36,0
3900,28278,21.01,28.74,655,8,10,2,32.7,21,60,OWN,small_business,60,0
5835,46467,16.71,38.3,773,0,14,1,39.4,24,999,RENT,medical,36,0
3205,110927,14.59,3.03,670,6,10,1,24.2,19,0,RENT,debt_consolidation,60,0
11063,72353,27.88,4.77,668,8,9,0,50.5,29,0,MORTGAGE,home_improvement,36,0
22076,58179,8.4,25.45,692,2,8,0,11.3,20,48,RENT,debt_consolidation,36,0
38240,69605,18.63,9.82,785,7,11,0,39.5,26,12,RENT,major_purchase,60,0
14070,66679,25.37,27.53,767,3,14,0,46.6,23,0,MORTGAGE,small_business,60,0
40000,24100,20.81,9.65,676,2,15,0,28.0,22,18,MORTGAGE,credit_card,36,0
5084,48554,25.26,5.24,773,9,7,0,22.9,17,60,MORTGAGE,credit_card,60,0
4054,157930,12.74,24.55,706,4,12,1,15.8,23,48,RENT,credit_card,36,0
12850,40312,11.26,38.8,649,9,10,0,29.9,23,60,RENT,debt_consolidation,36,0
17480,49464,24.58,30.83,671,2,15,3,16.0,22,36,RENT,debt_consolidation,60,1
13057,43261,14.06,36.84,782,4,11,0,50.1,28,60,RENT,debt_consolidation,36,0
3142,56828,21.32,11.99,824,1,7,0,46.2,21,36,OWN,major_purchase,60,0
12551,42197,8.4,39.87,719,6,12,0,10.0,22,999,RENT,credit_card,36,0
5360,80181,22.38,16.97,666,4,9,0,45.0,27,0,RENT,credit_card,36,0
21349,67399,17.63,38.36,692,0,12,0,25.8,23,999,MORTGAGE,small_business,36,0
17268,95237,11.18,21.2,654,5,10,2,16.0,21,999,RENT,other,36,0
6919,31870,16.37,12.05,662,0,11,1,10.8,25,60,OWN,major_purchase,36,0
9323,48815,21.03,11.71,657,9,16,0,29.7,20,72,MORTGAGE,debt_consolidation,36,0
6364,52290,5.27,25.55,695,6,7,0,47.5,18,999,RENT,credit_card,60,0
12786,78699,19.66,3.56,707,8,14,0,16.5,26,36,MORTGAGE,credit_card,36,0
26071,37200,17.46,41.85,691,9,9,0,13.5,19,0,MORTGAGE,car,36,0
6700,103713,10.07,12.22,686,0,9,0,9.1,16,6,OWN,home_improvement,60,0
19012,122008,22.32,15.1,745,4,3,0,27.9,32,72,MORTGAGE,other,36,0
9217,33079,11.98,10.5,686,0,11,3,42.3,17,12,OWN,major_purchase,36,0
7669,44599,11.37,0.14,690,0,9,0,54.6,22,0,MORTGAGE,debt_consolidation,36,0
12395,43514,15.84,31.16,689,0,13,0,23.2,21,18,OWN,medical,60,0
6472,290521,20.55,26.57,792,6,9,0,15.9,19,0,MORTGAGE,credit_card,60,0
9067,46261,26.36,36.43,670,5,10,0,38.1,31,60,OTHER,debt_consolidation,60,0
5776,163828,8.25,1.85,735,0,9,0,25.3,13,36,MORTGAGE,home_improvement,36,0
40000,28001,14.12,41.79,655,3,13,0,35.9,18,12,OTHER,major_purchase,60,0
13693,33064,6.54,14.89,720,3,12,3,7.8,23,24,MORTGAGE,car,36,0
8186,39657,22.45,41.09,732,3,10,2,21.3,25,999,MORTGAGE,debt_consolidation,36,0
15518,36047,15.3,4.82,765,8,19,0,25.6,26,0,RENT,credit_card,60,0
12349,50983,21.26,33.48,676,8,8,1,26.5,26,48,MORTGAGE,home_improvement,36,0
11445,39133,12.41,26.07,633,4,2,0,15.9,14,18,MORTGAGE,credit_card,60,0
20535,36621,24.42,16.12,652,9,11,0,47.1,17,0,RENT,debt_consolidation,60,0
22703,119980,17.3,3.56,757,5,5,0,5.0,26,12,MORTGAGE,credit_card,60,0
9215,124776,26.7,27.21,824,6,14,0,17.5,31,0,MORTGAGE,debt_consolidation,60,0
8927,105828,6.81,1.19,750,1,6,3,13.0,24,0,MORTGAGE,debt_consolidation,36,0
11019,81993,16.83,22.56,624,2,15,1,41.6,21,36,RENT,major_purchase,60,0
2666,63300,22.63,27.19,748,8,7,0,31.7,26,72,OWN,major_purchase,36,0
4625,44434,18.8,32.96,643,10,10,0,35.3,25,0,MORTGAGE,education,36,0
34780,33796,5.53,44.61,679,8,10,0,30.6,23,999,RENT,debt_consolidation,36,0
40000,74443,27.36,11.7,711,0,11,1,36.6,24,48,MORTGAGE,debt_consolidation,60,0
11222,29608,11.86,14.51,721,1,17,0,37.9,20,48,RENT,home_improvement,36,0
20002,32979,10.73,15.35,703,5,10,1,13.7,23,6,RENT,car,36,0
16611,119580,16.17,32.92,663,9,15,2,36.9,32,999,MORTGAGE,debt_consolidation,36,0
40000,187285,17.47,41.93,763,2,9,0,39.8,18,999,MORTGAGE,debt_consolidation,60,0
29251,75809,22.62,43.84,668,9,14,0,16.9,25,48,MORTGAGE,home_improvement,36,0
12215,116293,14.05,42.56,775,7,11,1,14.3,20,6,OWN,debt_consolidation,36,0
6843,51662,15.12,39.57,618,9,14,0,27.8,27,0,MORTGAGE,debt_consolidation,60,0
4339,26833,17.3,44.59,712,7,21,0,17.4,33,999,RENT,home_improvement,36,0
15404,86448,14.07,16.92,626,7,7,0,43.7,22,72,RENT,credit_card,36,0
7867,84252,26.03,42.67,649,3,7,0,39.8,23,0,OWN,home_improvement,36,0
4936,62504,24.58,34.25,669,8,13,0,22.3,15,0,RENT,credit_card,36,0
8496,51770,15.46,7.58,791,9,19,0,33.3,24,60,MORTGAGE,education,36,0
6266,106651,5.0,2.05,778,10,14,1,30.3,24,48,MORTGAGE,education,60,0
40000,33142,25.72,9.65,752,0,10,0,30.1,15,0,RENT,other,36,0
24764,37636,7.86,35.04,701,7,9,0,24.6,21,0,MORTGAGE,debt_consolidation,36,0
13285,32700,10.62,28.43,711,10,14,0,17.1,27,0,RENT,credit_card,60,0
37645,63005,8.5,10.1,775,7,14,0,40.1,20,0,RENT,credit_card,36,0
14103,31171,9.14,33.39,742,2,14,0,8.1,18,0,RENT,major_purchase,36,0
7310,39713,23.47,6.36,701,10,6,0,1.2,32,0,MORTGAGE,debt_consolidation,36,0
38800,39204,18.33,36.98,789,3,8,1,13.5,14,0,RENT,debt_consolidation,36,0
19481,51207,26.99,35.74,748,0,12,2,18.0,22,72,OWN,small_business,36,0
6463,24528,10.32,43.77,714,5,12,3,46.3,30,0,MORTGAGE,other,36,0
11693,63090,16.17,6.76,672,1,9,0,41.5,26,0,RENT,debt_consolidation,36,0
7237,126548,27.48,40.8,667,1,6,0,23.5,22,6,RENT,medical,60,0
5074,64944,24.01,15.35,679,5,9,0,33.6,29,0,MORTGAGE,credit_card,36,0
25548,150963,21.76,18.72,727,7,16,0,45.1,29,36,RENT,major_purchase,36,0
40000,133305,9.35,21.08,750,10,11,0,19.3,22,999,MORTGAGE,credit_card,60,0
5019,95477,22.7,28.21,613,8,16,1,29.2,20,0,OWN,major_purchase,60,0
19812,62618,12.99,44.76,583,9,10,0,26.6,27,0,RENT,credit_card,36,0
8472,60687,17.2,27.0,642,5,15,0,22.9,13,60,RENT,debt_consolidation,36,0
9499,94682,19.01,41.7,675,3,7,0,15.7,27,0,OWN,debt_consolidation,36,0
8824,47334,19.02,11.48,771,7,9,0,48.3,23,36,OWN,debt_consolidation,36,0
7296,19350,21.71,17.93,683,8,8,0,39.2,22,999,MORTGAGE,debt_consolidation,36,0
13821,80434,20.22,22.7,715,7,12,0,24.7,23,36,OWN,major_purchase,36,0
7467,30374,6.57,14.53,725,3,11,2,43.4,26,999,OWN,medical,36,0
16144,33614,15.52,43.96,638,4,5,2,14.9,15,999,RENT,debt_consolidation,60,0
12898,59882,20.27,32.66,787,5,16,2,53.8,20,0,RENT,education,60,1
11302,56552,11.81,21.55,660,0,13,1,12.4,12,999,MORTGAGE,credit_card,36,0
7077,25661,12.2,33.81,793,10,8,0,56.2,22,12,RENT,small_business,60,0
8921,66124,7.87,21.03,692,6,13,0,56.3,19,0,MORTGAGE,debt_consolidation,36,0
22669,106903,14.63,0.78,679,9,14,0,21.3,29,36,RENT,major_purchase,36,0
18970,30424,27.7,24.44,633,2,10,0,23.4,22,0,MORTGAGE,credit_card,36,0
6739,128475,11.56,28.13,711,7,12,0,54.7,23,0,RENT,debt_consolidation,36,0
14321,23479,17.22,44.15,835,10,8,2,25.8,21,36,RENT,debt_consolidation,60,0
22606,213287,22.09,1.84,724,2,13,0,27.8,29,0,OTHER,debt_consolidation,36,0
4152,46781,5.31,23.04,716,4,12,0,39.2,22,0,RENT,major_purchase,36,0
19542,65340,25.71,4.42,660,4,6,1,55.1,27,999,OWN,credit_card,36,1
8401,19240,13.89,6.7,735,4,10,0,33.9,17,0,RENT,other,36,0
19918,57683,24.99,27.47,709,7,16,0,33.4,26,48,MORTGAGE,major_purchase,60,0
7830,68671,5.9,10.42,696,5,6,2,46.3,20,999,MORTGAGE,debt_consolidation,36,0
3776,56857,8.35,33.71,729,8,12,1,25.5,24,12,MORTGAGE,debt_consolidation,60,0
4275,42708,12.42,23.14,591,6,10,0,56.5,24,36,RENT,medical,36,1
13817,33930,12.95,9.82,693,2,12,1,9.5,26,0,MORTGAGE,debt_consolidation,36,0
16023,117985,24.5,22.22,628,10,10,0,38.6,20,18,MORTGAGE,small_business,36,0
7093,60991,5.26,0.04,701,2,5,0,9.0,12,999,MORTGAGE,home_improvement,36,0
20889,150911,19.75,38.82,656,7,10,0,33.5,18,0,MORTGAGE,home_improvement,36,0
4175,43656,8.02,0.57,660,0,11,0,38.2,29,72,MORTGAGE,debt_consolidation,36,0
12755,46125,23.93,0.32,619,10,10,3,29.9,23,0,OWN,debt_consolidation,36,0
5723,97670,22.91,27.52,766,10,10,0,33.4,20,36,MORTGAGE,debt_consolidation,36,0
8465,22611,16.5,43.81,659,4,7,1,35.2,19,0,RENT,car,36,0
13810,28909,9.89,38.52,662,1,5,0,29.6,21,0,MORTGAGE,car,36,0
7315,115669,19.59,11.34,791,9,14,0,70.4,18,999,OTHER,credit_card,36,0
10206,29638,8.59,8.85,734,3,10,0,21.1,21,999,RENT,debt_consolidation,60,0
27021,20101,9.37,28.18,577,8,6,0,17.8,28,0,RENT,home_improvement,36,0
8921,183710,19.41,37.02,783,10,10,1,19.4,19,48,MORTGAGE,credit_card,36,0
23980,25944,27.8,16.29,798,7,5,1,29.5,23,0,MORTGAGE,education,60,0
6058,66867,25.49,19.46,793,10,7,0,35.9,16,0,RENT,debt_consolidation,60,0
19358,62408,18.64,5.2,740,2,9,1,51.3,19,999,MORTGAGE,other,36,0
36647,15000,17.39,6.88,633,10,10,3,37.3,27,48,RENT,debt_consolidation,36,0
2368,51001,27.96,25.58,697,2,14,0,4.6,23,60,RENT,small_business,36,0
7647,78358,17.59,4.62,613,2,14,2,10.4,21,0,RENT,car,36,0
20009,74056,14.66,9.09,648,10,9,1,5.6,24,60,RENT,debt_consolidation,36,0
11589,102961,25.92,10.56,633,7,9,0,16.3,20,60,OWN,debt_consolidation,36,0
17323,47453,10.39,19.98,662,9,9,1,33.2,12,24,MORTGAGE,debt_consolidation,36,0
8753,91812,7.24,2.05,709,9,9,3,52.8,23,60,RENT,debt_consolidation,60,0
14194,39592,19.58,22.49,673,8,13,0,4.7,24,999,RENT,debt_consolidation,36,0
11980,25686,7.2,41.79,670,2,16,0,11.8,21,0,OTHER,debt_consolidation,60,0
30255,27484,13.58,1.1,682,8,11,0,28.2,27,24,MORTGAGE,debt_consolidation,36,0
15964,24902,14.74,28.39,789,0,11,3,60.7,20,24,MORTGAGE,credit_card,36,0
16921,109727,17.59,37.61,829,2,9,3,7.5,22,0,MORTGAGE,debt_consolidation,36,0
10013,24131,27.81,14.06,672,8,12,0,16.7,20,0,RENT,credit_card,36,0
9496,70574,10.08,5.92,720,10,8,0,42.2,20,36,RENT,car,36,0
9869,51044,13.64,1.95,649,9,17,0,41.0,21,999,MORTGAGE,car,60,0
17608,56297,8.04,28.98,746,4,3,0,18.6,21,60,RENT,small_business,36,0
9949,135694,18.98,24.85,671,9,6,2,25.8,19,72,OWN,credit_card,36,0
16364,46025,21.74,10.32,657,10,9,0,45.6,20,36,RENT,debt_consolidation,36,0
40000,86418,16.09,37.42,820,4,8,0,29.1,24,0,OWN,debt_consolidation,60,0
24582,61238,10.65,33.1,618,2,7,1,22.6,34,0,RENT,home_improvement,60,0
10633,54654,19.28,12.44,552,2,9,0,18.7,21,18,MORTGAGE,debt_consolidation,36,0
30972,237989,17.4,33.9,744,5,9,3,18.7,21,0,RENT,debt_consolidation,36,0
10040,25215,8.94,11.02,677,0,11,3,44.4,14,36,RENT,credit_card,36,0
3207,129764,14.33,30.39,661,6,13,0,51.5,24,0,MORTGAGE,credit_card,60,0
6596,88773,15.01,5.33,850,9,13,1,23.5,21,36,MORTGAGE,debt_consolidation,60,0
3606,44904,27.6,31.15,743,6,8,0,25.5,22,36,MORTGAGE,other,60,0
10445,159148,24.53,10.74,696,10,5,0,46.3,18,0,RENT,small_business,36,0
13533,19754,21.89,25.76,657,5,17,0,46.7,21,999,MORTGAGE,home_improvement,36,0
40000,43780,25.44,7.76,726,0,10,0,32.6,19,999,RENT,debt_consolidation,36,0
16795,28995,21.92,32.67,596,6,13,2,36.3,21,0,RENT,debt_consolidation,36,0
11460,76668,25.78,2.74,669,10,11,3,28.6,28,48,RENT,major_purchase,60,1
23874,30704,6.25,7.44,697,1,14,0,30.4,18,0,MORTGAGE,debt_consolidation,36,0
2841,77640,15.49,8.29,712,2,14,0,11.6,21,0,OWN,major_purchase,60,0
15755,53537,22.18,1.86,691,8,9,0,35.7,21,999,RENT,other,36,0
22916,44908,18.42,33.53,658,3,16,2,39.4,24,72,MORTGAGE,small_business,60,0
4745,75598,9.03,44.14,755,9,7,0,13.9,21,0,MORTGAGE,major_purchase,60,0
29751,50961,12.83,35.03,600,5,15,1,31.4,19,48,RENT,credit_card,36,1
16931,31157,12.31,38.73,683,9,6,0,13.6,28,0,RENT,debt_consolidation,36,0
9989,300000,11.01,0.27,668,7,9,0,50.9,17,72,MORTGAGE,small_business,60,0
20804,44698,12.89,5.3,760,1,9,0,9.6,23,0,MORTGAGE,debt_consolidation,60,0
40000,15826,16.84,25.16,672,4,16,0,14.8,34,999,OWN,small_business,36,0
15173,36125,24.66,44.0,726,4,10,0,20.7,16,36,RENT,debt_consolidation,60,0
15894,27990,22.07,29.73,719,9,10,0,16.0,18,72,MORTGAGE,medical,36,0
9686,98290,24.21,16.84,589,7,6,0,60.5,17,72,RENT,debt_consolidation,60,0
7369,72619,25.32,6.58,696,9,9,0,10.9,27,60,OWN,debt_consolidation,36,0
23890,76056,14.57,6.88,595,4,14,3,53.3,24,24,MORTGAGE,debt_consolidation,36,1
7337,47953,12.96,16.32,721,8,9,1,12.7,22,0,OWN,debt_consolidation,60,0
14046,50634,6.33,32.12,656,0,10,1,50.6,27,0,RENT,debt_consolidation,36,0
9562,47927,26.4,1.43,771,0,10,0,30.4,16,0,MORTGAGE,debt_consolidation,36,0
18681,57027,6.51,38.35,689,3,7,2,21.6,23,999,MORTGAGE,credit_card,60,0
16874,98834,22.05,42.37,653,9,13,0,15.7,23,0,MORTGAGE,other,60,0
27619,73250,13.7,40.0,771,6,8,1,13.0,16,0,RENT,debt_consolidation,36,0
9348,80827,26.82,41.09,647,5,6,0,20.4,26,48,RENT,home_improvement,60,0
11059,80800,14.65,0.69,753,10,8,0,25.5,25,999,MORTGAGE,education,36,0
6733,101789,23.78,44.0,728,6,10,3,51.6,21,6,RENT,debt_consolidation,36,0
9788,71174,11.5,16.49,678,7,6,1,47.6,13,36,RENT,home_improvement,36,0
17397,74258,11.88,39.12,619,10,6,0,5.8,26,48,MORTGAGE,home_improvement,36,0
22694,122184,18.7,8.41,774,6,17,3,12.4,19,0,MORTGAGE,car,36,0
7005,40173,27.95,20.09,730,9,6,0,71.7,15,36,OWN,credit_card,36,0
24556,35830,16.9,1.99,653,5,8,0,27.7,26,24,MORTGAGE,debt_consolidation,36,0
34508,29391,26.54,1.8,714,0,15,0,32.0,25,60,RENT,credit_card,60,1
17843,66819,23.08,42.45,760,9,11,3,48.9,17,6,RENT,debt_consolidation,60,0
40000,19687,23.3,36.48,706,10,9,0,16.8,17,0,MORTGAGE,home_improvement,36,1
7772,79007,15.03,23.84,714,5,11,2,47.3,12,24,RENT,credit_card,36,0
5590,56077,13.89,23.65,761,6,13,0,7.1,24,0,MORTGAGE,debt_consolidation,60,0
3846,118276,9.41,33.69,792,5,13,0,15.9,21,48,MORTGAGE,major_purchase,36,0
